symbol,original_run_timestamp,signal,price_at_signal,price_5d_after,return_5d_pct,price_10d_after,return_10d_pct,price_20d_after,return_20d_pct,scored_at
BHAELE,2026-08-12,🔴 STRG SELL,405.85,409.2,0.83,406.9,0.26,406.0,0.04,2026-09-21 20:51:08 IST
TATGLO,2026-08-12,🔴 STRG SELL,1078.0,1068.0,-0.93,1047.1,-2.87,1001.0,-7.14,2026-09-21 20:51:08 IST
JIOFIN,2026-08-12,🔴 STRG SELL,252.75,243.15,-3.8,241.0,-4.65,231.0,-8.61,2026-09-21 20:51:08 IST
WIPRO,2026-08-12,🔴 STRG SELL,184.6,179.55,-2.74,177.35,-3.93,167.0,-9.53,2026-09-21 20:51:08 IST
ENGIND,2026-08-12,🟢 ACCUMULATE,242.99,236.9,-2.51,250.36,3.03,273.1,12.39,2026-09-21 20:51:08 IST
LIC,2026-08-12,🔴 STRG SELL,406.0,413.1,1.75,415.3,2.29,407.5,0.37,2026-09-21 20:51:08 IST
DRREDD,2026-08-12,🔴 STRG SELL,1205.0,1170.0,-2.9,1182.0,-1.91,1145.0,-4.98,2026-09-21 20:51:08 IST
SEQSCI,2026-08-12,🟡 HOLD,1002.8,271.4,-72.94,263.4,-73.73,261.9,-73.88,2026-09-21 20:51:08 IST
JSWENE,2026-08-12,🟢 ACCUMULATE,563.0,543.95,-3.38,543.5,-3.46,534.8,-5.01,2026-09-21 20:51:08 IST
NHPC,2026-08-12,🔴 STRG SELL,76.74,76.17,-0.74,76.24,-0.65,76.69,-0.07,2026-09-21 20:51:08 IST
NTPC,2026-08-12,🔴 STRG SELL,338.45,332.95,-1.63,331.02,-2.2,334.5,-1.17,2026-09-21 20:51:08 IST
NTPGRE,2026-08-12,🔴 STRG SELL,93.01,91.7,-1.41,91.27,-1.87,88.03,-5.35,2026-09-21 20:51:08 IST
SJVLIM,2026-08-12,🔴 STRG SELL,67.24,65.69,-2.31,65.85,-2.07,66.88,-0.54,2026-09-21 20:51:08 IST
TATPOW,2026-08-12,🔴 STRG SELL,380.0,378.9,-0.29,364.0,-4.21,370.0,-2.63,2026-09-21 20:51:08 IST
GAIL,2026-08-12,🟢 ACCUMULATE,175.34,172.0,-1.9,173.98,-0.78,174.9,-0.25,2026-09-21 20:51:08 IST
HINPET,2026-08-12,🔴 STRG SELL,390.85,366.45,-6.24,375.5,-3.93,348.9,-10.73,2026-09-21 20:51:08 IST
ONGC,2026-08-12,🔴 STRG SELL,239.45,236.99,-1.03,231.23,-3.43,234.02,-2.27,2026-09-21 20:51:08 IST
PETLNG,2026-08-12,🟡 HOLD,277.0,288.15,4.03,289.0,4.33,285.9,3.21,2026-09-21 20:51:08 IST
RELIND,2026-08-12,🔴 STRG SELL,1323.9,1311.0,-0.97,1298.0,-1.96,1279.0,-3.39,2026-09-21 20:51:08 IST
GUJPPL,2026-08-12,🔴 STRG SELL,148.13,160.25,8.18,164.45,11.02,158.59,7.06,2026-09-21 20:51:08 IST
IDECEL,2026-08-12,🟡 HOLD,12.89,14.07,9.15,15.06,16.83,15.52,20.4,2026-09-21 20:51:08 IST
ASHLEY,2026-08-15,🟡 HOLD,171.64,173.29,0.96,175.64,2.33,163.75,-4.6,2026-09-21 20:51:08 IST
TATCAP,2026-08-15,🟡 HOLD,305.9,364.45,19.14,367.9,20.27,362.9,18.63,2026-09-21 20:51:08 IST
HDFBAN,2026-08-15,🔴 STRG SELL,727.0,729.0,0.28,709.0,-2.48,708.25,-2.58,2026-09-21 20:51:08 IST
LGELEC,2026-08-15,🟡 HOLD,1523.9,1664.2,9.21,1697.8,11.41,1636.8,7.41,2026-09-21 20:51:08 IST
ICINIF,2026-08-15,🟡 HOLD,266.01,273.42,2.79,269.6,1.35,,,2026-09-21 20:51:08 IST
BHAELE,2026-08-15,🔴 STRG SELL,410.8,409.0,-0.44,414.45,0.89,404.35,-1.57,2026-09-21 20:51:08 IST
TATGLO,2026-08-15,🔴 STRG SELL,1079.5,1062.5,-1.57,1037.5,-3.89,991.0,-8.2,2026-09-21 20:51:08 IST
JIOFIN,2026-08-15,🔴 STRG SELL,249.05,242.0,-2.83,241.35,-3.09,229.9,-7.69,2026-09-21 20:51:08 IST
WIPRO,2026-08-15,🔴 STRG SELL,184.0,181.31,-1.46,184.5,0.27,167.4,-9.02,2026-09-21 20:51:08 IST
LIC,2026-08-15,🟡 HOLD,413.5,421.85,2.02,418.0,1.09,404.1,-2.27,2026-09-21 20:51:08 IST
SEQSCI,2026-08-15,🟡 HOLD,967.8,273.2,-71.77,263.6,-72.76,257.6,-73.38,2026-09-21 20:51:08 IST
JSWENE,2026-08-15,🟡 HOLD,560.0,544.7,-2.73,520.4,-7.07,526.45,-5.99,2026-09-21 20:51:08 IST
NHPC,2026-08-15,🔴 STRG SELL,76.9,76.65,-0.33,76.72,-0.23,76.38,-0.68,2026-09-21 20:51:08 IST
NTPC,2026-08-15,🔴 STRG SELL,340.0,335.87,-1.21,323.9,-4.74,333.4,-1.94,2026-09-21 20:51:08 IST
NTPGRE,2026-08-15,🔴 STRG SELL,91.93,91.44,-0.53,89.51,-2.63,86.94,-5.43,2026-09-21 20:51:08 IST
SJVLIM,2026-08-15,🔴 STRG SELL,67.21,65.8,-2.1,64.71,-3.72,66.18,-1.53,2026-09-21 20:51:08 IST
TATPOW,2026-08-15,🔴 STRG SELL,382.05,373.5,-2.24,347.0,-9.17,364.65,-4.55,2026-09-21 20:51:08 IST
GAIL,2026-08-15,🟢 ACCUMULATE,174.9,173.25,-0.94,176.99,1.19,173.62,-0.73,2026-09-21 20:51:08 IST
HINPET,2026-08-15,🔴 STRG SELL,373.5,371.95,-0.41,365.75,-2.07,352.0,-5.76,2026-09-21 20:51:08 IST
ONGC,2026-08-15,🔴 STRG SELL,236.4,235.55,-0.36,230.82,-2.36,232.5,-1.65,2026-09-21 20:51:08 IST
PETLNG,2026-08-15,🟢 ACCUMULATE,282.6,295.95,4.72,300.6,6.37,287.2,1.63,2026-09-21 20:51:08 IST
RELIND,2026-08-15,🔴 STRG SELL,1310.0,1309.8,-0.02,1277.0,-2.52,1257.5,-4.01,2026-09-21 20:51:08 IST
GUJPPL,2026-08-15,🔴 STRG SELL,158.68,158.6,-0.05,162.6,2.47,161.32,1.66,2026-09-21 20:51:08 IST
IDECEL,2026-08-15,🟢 ACCUMULATE,14.11,14.07,-0.28,14.33,1.56,14.97,6.09,2026-09-21 20:51:08 IST
ASHLEY,2026-08-19,🟡 HOLD,176.35,179.05,1.53,167.9,-4.79,156.5,-11.26,2026-09-21 20:51:08 IST
TATCAP,2026-08-19,🟡 HOLD,305.9,370.65,21.17,364.75,19.24,343.5,12.29,2026-09-21 20:51:08 IST
HDFBAN,2026-08-19,🔴 STRG SELL,723.0,727.2,0.58,700.8,-3.07,721.5,-0.21,2026-09-21 20:51:08 IST
LGELEC,2026-08-19,🟡 HOLD,1523.9,1675.4,9.94,1653.2,8.48,1628.2,6.84,2026-09-21 20:51:08 IST
ICINIF,2026-08-19,🟡 HOLD,266.01,273.42,2.79,269.6,1.35,,,2026-09-21 20:51:08 IST
BHAELE,2026-08-19,🔴 STRG SELL,412.0,406.9,-1.24,405.75,-1.52,385.75,-6.37,2026-09-21 20:51:08 IST
TATGLO,2026-08-19,🔴 STRG SELL,1061.6,1047.1,-1.37,1012.0,-4.67,1000.1,-5.79,2026-09-21 20:51:08 IST
JIOFIN,2026-08-19,🔴 STRG SELL,245.8,241.0,-1.95,236.9,-3.62,224.84,-8.53,2026-09-21 20:51:08 IST
WIPRO,2026-08-19,🔴 STRG SELL,178.06,177.35,-0.4,177.09,-0.54,166.89,-6.27,2026-09-21 20:51:08 IST
ENGIND,2026-08-19,🟢 ACCUMULATE,244.78,250.36,2.28,276.6,13.0,260.65,6.48,2026-09-21 20:51:08 IST
LIC,2026-08-19,🔴 STRG SELL,410.0,415.3,1.29,408.25,-0.43,395.5,-3.54,2026-09-21 20:51:08 IST
DRREDD,2026-08-19,🔴 STRG SELL,1178.8,1182.0,0.27,1156.5,-1.89,1140.0,-3.29,2026-09-21 20:51:08 IST
SEQSCI,2026-08-19,🟡 HOLD,949.1,263.4,-72.25,259.1,-72.7,238.85,-74.83,2026-09-21 20:51:08 IST
JSWENE,2026-08-19,🟡 HOLD,548.1,543.5,-0.84,539.8,-1.51,504.7,-7.92,2026-09-21 20:51:08 IST
NHPC,2026-08-19,🔴 STRG SELL,76.73,76.24,-0.64,75.65,-1.41,75.41,-1.72,2026-09-21 20:51:08 IST
NTPC,2026-08-19,🔴 STRG SELL,337.1,331.02,-1.8,330.0,-2.11,327.0,-3.0,2026-09-21 20:51:08 IST
TATPOW,2026-08-19,🔴 STRG SELL,381.0,364.0,-4.46,364.0,-4.46,360.4,-5.41,2026-09-21 20:51:08 IST
GAIL,2026-08-19,🟡 HOLD,173.5,173.98,0.28,173.0,-0.29,170.65,-1.64,2026-09-21 20:51:08 IST
HINPET,2026-08-19,🔴 STRG SELL,366.0,375.5,2.6,359.0,-1.91,350.05,-4.36,2026-09-21 20:51:08 IST
ONGC,2026-08-19,🔴 STRG SELL,239.5,231.23,-3.45,236.49,-1.26,236.8,-1.13,2026-09-21 20:51:08 IST
PETLNG,2026-08-19,🟢 ACCUMULATE,286.25,289.0,0.96,289.2,1.03,282.1,-1.45,2026-09-21 20:51:08 IST
RELIND,2026-08-19,🔴 STRG SELL,1322.0,1298.0,-1.82,1313.1,-0.67,1240.0,-6.2,2026-09-21 20:51:08 IST
GUJPPL,2026-08-19,🔴 STRG SELL,160.48,164.45,2.47,164.44,2.47,162.24,1.1,2026-09-21 20:51:08 IST
IDECEL,2026-08-19,🟢 ACCUMULATE,14.12,15.06,6.66,14.53,2.9,14.26,0.99,2026-09-21 20:51:08 IST
ASHLEY,2026-08-22,🟡 HOLD,173.0,175.64,1.53,170.0,-1.73,161.75,-6.5,2026-09-21 20:51:08 IST
TATCAP,2026-08-22,🟡 HOLD,305.9,367.9,20.27,369.95,20.94,343.7,12.36,2026-09-21 20:51:08 IST
FEDBAN,2026-08-22,🟢 ACCUMULATE,361.0,356.7,-1.19,342.0,-5.26,332.0,-8.03,2026-09-21 20:51:08 IST
HDFBAN,2026-08-22,🔴 STRG SELL,726.95,709.0,-2.47,710.5,-2.26,739.5,1.73,2026-09-21 20:51:08 IST
LGELEC,2026-08-22,🟡 HOLD,1523.9,1697.8,11.41,1647.8,8.13,1656.3,8.69,2026-09-21 20:51:08 IST
ICINIF,2026-08-22,🟡 HOLD,266.01,273.42,2.79,269.6,1.35,,,2026-09-21 20:51:08 IST
BHAELE,2026-08-22,🔴 STRG SELL,414.0,414.45,0.11,404.0,-2.42,398.5,-3.74,2026-09-21 20:51:08 IST
TATGLO,2026-08-22,🔴 STRG SELL,1049.0,1037.5,-1.1,1015.0,-3.24,1000.6,-4.61,2026-09-21 20:51:08 IST
JIOFIN,2026-08-22,🔴 STRG SELL,244.0,241.35,-1.09,234.4,-3.93,229.97,-5.75,2026-09-21 20:51:08 IST
WIPRO,2026-08-22,🔴 STRG SELL,180.79,184.5,2.05,172.8,-4.42,164.55,-8.98,2026-09-21 20:51:08 IST
ENGIND,2026-08-22,🟢 ACCUMULATE,244.91,261.87,6.92,277.05,13.12,285.25,16.47,2026-09-21 20:51:08 IST
LIC,2026-08-22,🟢 ACCUMULATE,422.25,418.0,-1.01,411.5,-2.55,400.0,-5.27,2026-09-21 20:51:08 IST
DRREDD,2026-08-22,🔴 STRG SELL,1174.7,1154.4,-1.73,1144.2,-2.6,1198.3,2.01,2026-09-21 20:51:08 IST
JSWENE,2026-08-22,🟡 HOLD,544.95,520.4,-4.51,530.0,-2.74,517.0,-5.13,2026-09-21 20:51:08 IST
NHPC,2026-08-22,🔴 STRG SELL,76.15,76.72,0.75,76.0,-0.2,75.8,-0.46,2026-09-21 20:51:08 IST
NTPC,2026-08-22,🔴 STRG SELL,340.0,323.9,-4.74,332.0,-2.35,326.4,-4.0,2026-09-21 20:51:08 IST
NTPGRE,2026-08-22,🔴 STRG SELL,91.43,89.51,-2.1,88.16,-3.58,91.26,-0.19,2026-09-21 20:51:08 IST
TATPOW,2026-08-22,🔴 STRG SELL,374.3,347.0,-7.29,365.7,-2.3,367.15,-1.91,2026-09-21 20:51:08 IST
GAIL,2026-08-22,🟡 HOLD,172.0,176.99,2.9,176.0,2.33,172.61,0.35,2026-09-21 20:51:08 IST
HINPET,2026-08-22,🔴 STRG SELL,363.25,365.75,0.69,356.9,-1.75,357.6,-1.56,2026-09-21 20:51:08 IST
ONGC,2026-08-22,🔴 STRG SELL,236.4,230.82,-2.36,233.7,-1.14,235.63,-0.33,2026-09-21 20:51:08 IST
RELIND,2026-08-22,🔴 STRG SELL,1316.0,1277.0,-2.96,1309.5,-0.49,1247.4,-5.21,2026-09-21 20:51:08 IST
GUJPPL,2026-08-22,🔴 STRG SELL,163.54,162.6,-0.57,160.98,-1.57,164.99,0.89,2026-09-21 20:51:08 IST
IDECEL,2026-08-22,🟢 ACCUMULATE,13.94,14.33,2.8,15.6,11.91,13.84,-0.72,2026-09-21 20:51:08 IST
ASHLEY,2026-08-26,🟡 HOLD,174.69,167.9,-3.89,167.0,-4.4,,,2026-09-21 20:51:08 IST
TATCAP,2026-08-26,🟡 HOLD,305.9,364.75,19.24,363.0,18.67,,,2026-09-21 20:51:08 IST
FEDBAN,2026-08-26,🟢 ACCUMULATE,346.95,353.35,1.84,345.0,-0.56,,,2026-09-21 20:51:08 IST
HDFBAN,2026-08-26,🔴 STRG SELL,727.5,700.8,-3.67,687.1,-5.55,,,2026-09-21 20:51:08 IST
LGELEC,2026-08-26,🟡 HOLD,1523.9,1653.2,8.48,1647.8,8.13,,,2026-09-21 20:51:08 IST
ICINIF,2026-08-26,🟡 HOLD,266.01,271.22,1.96,266.76,0.28,,,2026-09-21 20:51:08 IST
NIPNIT,2026-08-26,🟡 HOLD,32.27,34.39,6.57,32.15,-0.37,,,2026-09-21 20:51:08 IST
BHAELE,2026-08-26,🔴 STRG SELL,413.25,405.75,-1.81,406.0,-1.75,,,2026-09-21 20:51:08 IST
TATGLO,2026-08-26,🔴 STRG SELL,1060.5,1012.0,-4.57,1001.0,-5.61,,,2026-09-21 20:51:08 IST
JIOFIN,2026-08-26,🔴 STRG SELL,243.15,236.9,-2.57,231.0,-5.0,,,2026-09-21 20:51:08 IST
WIPRO,2026-08-26,🔴 STRG SELL,180.09,177.09,-1.67,167.0,-7.27,,,2026-09-21 20:51:08 IST
ENGIND,2026-08-26,🟢 ACCUMULATE,250.38,276.6,10.47,273.1,9.07,,,2026-09-21 20:51:08 IST
LIC,2026-08-26,🟢 ACCUMULATE,424.0,408.25,-3.71,407.5,-3.89,,,2026-09-21 20:51:08 IST
SEQSCI,2026-08-26,🟡 HOLD,986.6,259.1,-73.74,261.9,-73.45,,,2026-09-21 20:51:08 IST
JSWENE,2026-08-26,🟡 HOLD,548.4,539.8,-1.57,534.8,-2.48,,,2026-09-21 20:51:08 IST
NHPC,2026-08-26,🔴 STRG SELL,76.62,75.65,-1.27,76.69,0.09,,,2026-09-21 20:51:08 IST
NTPC,2026-08-26,🔴 STRG SELL,339.85,330.0,-2.9,334.5,-1.57,,,2026-09-21 20:51:08 IST
NTPGRE,2026-08-26,🔴 STRG SELL,91.65,88.12,-3.85,88.03,-3.95,,,2026-09-21 20:51:08 IST
SJVLIM,2026-08-26,🔴 STRG SELL,65.86,63.92,-2.95,66.88,1.55,,,2026-09-21 20:51:08 IST
TATPOW,2026-08-26,🔴 STRG SELL,370.6,364.0,-1.78,370.0,-0.16,,,2026-09-21 20:51:08 IST
GAIL,2026-08-26,🟢 ACCUMULATE,175.5,173.0,-1.42,174.9,-0.34,,,2026-09-21 20:51:08 IST
HINPET,2026-08-26,🔴 STRG SELL,373.2,359.0,-3.8,348.9,-6.51,,,2026-09-21 20:51:08 IST
ONGC,2026-08-26,🔴 STRG SELL,234.0,236.49,1.06,234.02,0.01,,,2026-09-21 20:51:08 IST
PETLNG,2026-08-26,🟢 ACCUMULATE,292.5,289.2,-1.13,285.9,-2.26,,,2026-09-21 20:51:08 IST
RELIND,2026-08-26,🔴 STRG SELL,1317.0,1313.1,-0.3,1279.0,-2.89,,,2026-09-21 20:51:08 IST
IDECEL,2026-08-26,🟢 ACCUMULATE,15.19,14.53,-4.34,15.52,2.17,,,2026-09-21 20:51:08 IST
TATCAP,2026-08-29,🟡 HOLD,305.9,369.95,20.94,362.9,18.63,,,2026-09-21 20:51:08 IST
LGELEC,2026-08-29,🟡 HOLD,1523.9,1647.8,8.13,1636.8,7.41,,,2026-09-21 20:51:08 IST
ICINIF,2026-08-29,🟡 HOLD,266.01,269.6,1.35,263.36,-1.0,,,2026-09-21 20:51:08 IST
NIPNIT,2026-08-29,🟡 HOLD,32.27,33.33,3.28,32.17,-0.31,,,2026-09-21 20:51:08 IST
ASHLEY,2026-09-02,🟡 HOLD,170.53,167.0,-2.07,156.5,-8.23,,,2026-09-21 20:51:08 IST
TATCAP,2026-09-02,🟡 HOLD,305.9,363.0,18.67,343.5,12.29,,,2026-09-21 20:51:08 IST
FEDBAN,2026-09-02,🟢 ACCUMULATE,349.25,345.0,-1.22,341.8,-2.13,,,2026-09-21 20:51:08 IST
HDFBAN,2026-09-02,🔴 STRG SELL,711.9,687.1,-3.48,721.5,1.35,,,2026-09-21 20:51:08 IST
LGELEC,2026-09-02,🟡 HOLD,1523.9,1647.8,8.13,1628.2,6.84,,,2026-09-21 20:51:08 IST
ICINIF,2026-09-02,🟡 HOLD,266.01,266.76,0.28,264.67,-0.5,,,2026-09-21 20:51:08 IST
NIPNIT,2026-09-02,🟡 HOLD,32.27,32.15,-0.37,32.3,0.09,,,2026-09-21 20:51:08 IST
BHAELE,2026-09-02,🔴 STRG SELL,411.2,406.0,-1.26,385.75,-6.19,,,2026-09-21 20:51:08 IST
TATGLO,2026-09-02,🔴 STRG SELL,1030.5,1001.0,-2.86,1000.1,-2.95,,,2026-09-21 20:51:08 IST
JIOFIN,2026-09-02,🔴 STRG SELL,235.85,231.0,-2.06,224.84,-4.67,,,2026-09-21 20:51:08 IST
WIPRO,2026-09-02,🔴 STRG SELL,181.7,167.0,-8.09,166.89,-8.15,,,2026-09-21 20:51:08 IST
ENGIND,2026-09-02,🟢 ACCUMULATE,280.05,273.1,-2.48,260.65,-6.93,,,2026-09-21 20:51:08 IST
LIC,2026-09-02,🟡 HOLD,412.15,407.5,-1.13,395.5,-4.04,,,2026-09-21 20:51:08 IST
DRREDD,2026-09-02,🔴 STRG SELL,1171.0,1145.0,-2.22,1140.0,-2.65,,,2026-09-21 20:51:08 IST
JSWENE,2026-09-02,🔴 STRG SELL,518.0,534.8,3.24,504.7,-2.57,,,2026-09-21 20:51:08 IST
NHPC,2026-09-02,🔴 STRG SELL,76.3,76.69,0.51,75.41,-1.17,,,2026-09-21 20:51:08 IST
NTPC,2026-09-02,🔴 STRG SELL,324.0,334.5,3.24,327.0,0.93,,,2026-09-21 20:51:08 IST
NTPGRE,2026-09-02,🔴 STRG SELL,89.21,88.03,-1.32,87.59,-1.82,,,2026-09-21 20:51:08 IST
TATPOW,2026-09-02,🔴 STRG SELL,350.55,370.0,5.55,360.4,2.81,,,2026-09-21 20:51:08 IST
GAIL,2026-09-02,🟡 HOLD,172.19,174.9,1.57,170.65,-0.89,,,2026-09-21 20:51:08 IST
HINPET,2026-09-02,🔴 STRG SELL,363.1,348.9,-3.91,350.05,-3.59,,,2026-09-21 20:51:08 IST
ONGC,2026-09-02,🔴 STRG SELL,236.45,234.02,-1.03,236.8,0.15,,,2026-09-21 20:51:08 IST
PETLNG,2026-09-02,🟢 ACCUMULATE,292.3,285.9,-2.19,282.1,-3.49,,,2026-09-21 20:51:08 IST
RELIND,2026-09-02,🔴 STRG SELL,1309.0,1279.0,-2.29,1240.0,-5.27,,,2026-09-21 20:51:08 IST
GUJPPL,2026-09-02,🟡 HOLD,164.02,158.59,-3.31,162.24,-1.09,,,2026-09-21 20:51:08 IST
IDECEL,2026-09-02,🟢 ACCUMULATE,14.06,15.52,10.38,14.26,1.42,,,2026-09-21 20:51:08 IST
ASHLEY,2026-09-05,🔴 STRG SELL,169.0,163.75,-3.11,161.75,-4.29,,,2026-09-21 20:51:08 IST
TATCAP,2026-09-05,🟡 HOLD,305.9,362.9,18.63,343.7,12.36,,,2026-09-21 20:51:08 IST
FEDBAN,2026-09-05,🟡 HOLD,343.0,344.5,0.44,332.0,-3.21,,,2026-09-21 20:51:08 IST
HDFBAN,2026-09-05,🔴 STRG SELL,712.1,708.25,-0.54,739.5,3.85,,,2026-09-21 20:51:08 IST
LGELEC,2026-09-05,🟡 HOLD,1523.9,1636.8,7.41,1656.3,8.69,,,2026-09-21 20:51:08 IST
ICINIF,2026-09-05,🟡 HOLD,266.01,263.36,-1.0,,,,,2026-09-21 20:51:08 IST
NIPNIT,2026-09-05,🟡 HOLD,32.27,32.17,-0.31,32.12,-0.46,,,2026-09-21 20:51:08 IST
BHAELE,2026-09-05,🔴 STRG SELL,405.35,404.35,-0.25,398.5,-1.69,,,2026-09-21 20:51:08 IST
TATGLO,2026-09-05,🔴 STRG SELL,1010.0,991.0,-1.88,1000.6,-0.93,,,2026-09-21 20:51:08 IST
JIOFIN,2026-09-05,🔴 STRG SELL,239.5,229.9,-4.01,229.97,-3.98,,,2026-09-21 20:51:08 IST
WIPRO,2026-09-05,🔴 STRG SELL,176.4,167.4,-5.1,164.55,-6.72,,,2026-09-21 20:51:08 IST
LIC,2026-09-05,🟡 HOLD,415.35,404.1,-2.71,400.0,-3.7,,,2026-09-21 20:51:08 IST
SEQSCI,2026-09-05,🟢 ACCUMULATE,1059.6,257.6,-75.69,251.65,-76.25,,,2026-09-21 20:51:08 IST
JSWENE,2026-09-05,🟡 HOLD,539.85,526.45,-2.48,517.0,-4.23,,,2026-09-21 20:51:08 IST
NHPC,2026-09-05,🔴 STRG SELL,76.25,76.38,0.17,75.8,-0.59,,,2026-09-21 20:51:08 IST
NTPC,2026-09-05,🔴 STRG SELL,332.5,333.4,0.27,326.4,-1.83,,,2026-09-21 20:51:08 IST
NTPGRE,2026-09-05,🔴 STRG SELL,89.36,86.94,-2.71,91.26,2.13,,,2026-09-21 20:51:08 IST
SJVLIM,2026-09-05,🔴 STRG SELL,65.23,66.18,1.46,63.35,-2.88,,,2026-09-21 20:51:08 IST
TATPOW,2026-09-05,🔴 STRG SELL,368.0,364.65,-0.91,367.15,-0.23,,,2026-09-21 20:51:08 IST
GAIL,2026-09-05,🟢 ACCUMULATE,173.4,173.62,0.13,172.61,-0.46,,,2026-09-21 20:51:08 IST
HINPET,2026-09-05,🔴 STRG SELL,356.5,352.0,-1.26,357.6,0.31,,,2026-09-21 20:51:08 IST
ONGC,2026-09-05,🔴 STRG SELL,234.65,232.5,-0.92,235.63,0.42,,,2026-09-21 20:51:08 IST
PETLNG,2026-09-05,🟢 ACCUMULATE,288.1,287.2,-0.31,287.5,-0.21,,,2026-09-21 20:51:08 IST
RELIND,2026-09-05,🔴 STRG SELL,1322.0,1257.5,-4.88,1247.4,-5.64,,,2026-09-21 20:51:08 IST
GUJPPL,2026-09-05,🟡 HOLD,161.62,161.32,-0.19,164.99,2.09,,,2026-09-21 20:51:08 IST
IDECEL,2026-09-05,🟢 ACCUMULATE,15.02,14.97,-0.33,13.84,-7.86,,,2026-09-21 20:51:08 IST
ASHLEY,2026-09-09,🔴 STRG SELL,169.0,156.5,-7.4,,,,,2026-09-21 20:51:08 IST
TATCAP,2026-09-09,🟡 HOLD,305.9,343.5,12.29,,,,,2026-09-21 20:51:08 IST
FEDBAN,2026-09-09,🟡 HOLD,344.15,341.8,-0.68,,,,,2026-09-21 20:51:08 IST
HDFBAN,2026-09-09,🔴 STRG SELL,703.0,721.5,2.63,,,,,2026-09-21 20:51:08 IST
LGELEC,2026-09-09,🟡 HOLD,1523.9,1628.2,6.84,,,,,2026-09-21 20:51:08 IST
ICINIF,2026-09-09,🟡 HOLD,266.01,264.67,-0.5,,,,,2026-09-21 20:51:08 IST
NIPNIT,2026-09-09,🟡 HOLD,32.27,32.3,0.09,,,,,2026-09-21 20:51:08 IST
BHAELE,2026-09-09,🔴 STRG SELL,410.55,385.75,-6.04,,,,,2026-09-21 20:51:08 IST
TATGLO,2026-09-09,🔴 STRG SELL,1014.1,1000.1,-1.38,,,,,2026-09-21 20:51:08 IST
JIOFIN,2026-09-09,🔴 STRG SELL,233.15,224.84,-3.56,,,,,2026-09-21 20:51:08 IST
WIPRO,2026-09-09,🔴 STRG SELL,171.5,166.89,-2.69,,,,,2026-09-21 20:51:08 IST
ENGIND,2026-09-09,🟢 ACCUMULATE,279.2,260.65,-6.64,,,,,2026-09-21 20:51:08 IST
LIC,2026-09-09,🟡 HOLD,410.75,395.5,-3.71,,,,,2026-09-21 20:51:08 IST
DRREDD,2026-09-09,🔴 STRG SELL,1151.0,1140.0,-0.96,,,,,2026-09-21 20:51:08 IST
SEQSCI,2026-09-09,🟢 ACCUMULATE,1187.4,238.85,-79.88,,,,,2026-09-21 20:51:08 IST
NHPC,2026-09-09,🔴 STRG SELL,75.9,75.41,-0.65,,,,,2026-09-21 20:51:08 IST
NTPC,2026-09-09,🔴 STRG SELL,330.8,327.0,-1.15,,,,,2026-09-21 20:51:08 IST
NTPGRE,2026-09-09,🔴 STRG SELL,88.44,87.59,-0.96,,,,,2026-09-21 20:51:08 IST
SJVLIM,2026-09-09,🔴 STRG SELL,65.87,64.06,-2.75,,,,,2026-09-21 20:51:08 IST
TATPOW,2026-09-09,🔴 STRG SELL,365.55,360.4,-1.41,,,,,2026-09-21 20:51:08 IST
GAIL,2026-09-09,🟢 ACCUMULATE,175.09,170.65,-2.54,,,,,2026-09-21 20:51:08 IST
HINPET,2026-09-09,🔴 STRG SELL,347.0,350.05,0.88,,,,,2026-09-21 20:51:08 IST
ONGC,2026-09-09,🔴 STRG SELL,236.0,236.8,0.34,,,,,2026-09-21 20:51:08 IST
PETLNG,2026-09-09,🟢 ACCUMULATE,285.8,282.1,-1.29,,,,,2026-09-21 20:51:08 IST
RELIND,2026-09-09,🔴 STRG SELL,1294.9,1240.0,-4.24,,,,,2026-09-21 20:51:08 IST
GUJPPL,2026-09-09,🟡 HOLD,160.58,162.24,1.03,,,,,2026-09-21 20:51:08 IST
IDECEL,2026-09-09,🟢 ACCUMULATE,15.42,14.26,-7.52,,,,,2026-09-21 20:51:08 IST
